[H2(g)](M),[O2(g)](M),[C(g)](M),[N2(g)](M),R_X(M/s),R_Y(M/s),R_Z(M/s),R_W(M/s),R_V(M/s),R_U(M/s)
1.00E-01,1.00E+00,1.00E-01,5.00E+00,1.11E-04,2.81E-02,5.90E-09,3.14E-24,1.01E-05,5.34E-15
1.00E-01,1.00E+00,5.00E-01,1.00E-02,2.75E-03,6.34E-03,8.33E-07,1.25E-18,2.49E-04,2.31E-09
1.00E-01,1.00E+00,5.00E-01,5.00E-02,2.75E-03,1.42E-02,1.87E-06,1.25E-18,2.47E-04,5.22E-09
1.00E-01,1.00E+00,5.00E-01,1.00E-01,2.78E-03,2.00E-02,2.63E-06,1.24E-18,2.49E-04,7.37E-09
1.00E-01,1.00E+00,5.00E-01,5.00E-01,2.73E-03,4.51E-02,5.86E-06,1.23E-18,2.51E-04,1.65E-08
1.00E-01,1.00E+00,5.00E-01,1.00E+00,2.75E-03,6.36E-02,8.37E-06,1.25E-18,2.51E-04,2.35E-08
1.00E-01,1.00E+00,5.00E-01,5.00E+00,2.75E-03,1.42E-01,1.85E-05,1.23E-18,2.50E-04,5.23E-08
1.00E-01,1.00E+00,1.00E+00,1.00E-02,1.09E-02,1.25E-02,2.67E-05,3.15E-16,1.02E-03,2.41E-06
1.00E-01,1.00E+00,1.00E+00,5.00E-02,1.10E-02,2.81E-02,5.95E-05,3.18E-16,9.92E-04,5.37E-06
1.00E-01,1.00E+00,1.00E+00,1.00E-01,1.11E-02,4.00E-02,8.40E-05,3.14E-16,9.82E-04,7.53E-06
1.00E-01,1.00E+00,1.00E+00,5.00E-01,1.10E-02,9.00E-02,1.87E-04,3.19E-16,9.95E-04,1.68E-05
1.00E-01,1.00E+00,1.00E+00,1.00E+00,1.10E-02,1.28E-01,2.65E-04,3.16E-16,1.01E-03,2.39E-05
1.00E-01,1.00E+00,1.00E+00,5.00E+00,1.09E-02,2.83E-01,5.91E-04,3.19E-16,1.00E-03,5.35E-05
1.00E-01,1.00E+00,5.00E+00,1.00E-02,2.73E-01,6.27E-02,8.27E-02,1.23E-10,2.52E-02,2.33E+01
1.00E-01,1.00E+00,5.00E+00,5.00E-02,2.73E-01,1.43E-01,1.87E-01,1.25E-10,2.51E-02,5.20E+01
1.00E-01,1.00E+00,5.00E+00,1.00E-01,2.77E-01,1.99E-01,2.61E-01,1.24E-10,2.52E-02,7.43E+01
1.00E-01,1.00E+00,5.00E+00,5.00E-01,2.74E-01,4.50E-01,5.85E-01,1.25E-10,2.55E-02,1.64E+02
1.00E-01,1.00E+00,5.00E+00,1.00E+00,2.75E-01,6.36E-01,8.36E-01,1.24E-10,2.49E-02,2.32E+02
1.00E-01,1.00E+00,5.00E+00,5.00E+00,2.77E-01,1.41E+00,1.87E+00,1.23E-10,2.46E-02,5.17E+02
1.00E-01,5.00E+00,1.00E-02,1.00E-02,5.51E-06,1.28E-04,5.89E-15,3.15E-32,5.00E-07,2.67E-25
1.00E-01,5.00E+00,1.00E-02,5.00E-02,5.46E-06,2.81E-04,1.33E-14,3.19E-32,4.92E-07,5.96E-25
1.00E-01,5.00E+00,1.00E-02,1.00E-01,5.54E-06,4.01E-04,1.86E-14,3.20E-32,5.02E-07,8.50E-25
1.00E-01,5.00E+00,1.00E-02,5.00E-01,5.51E-06,9.02E-04,4.22E-14,3.18E-32,4.90E-07,1.88E-24
1.00E-01,5.00E+00,1.00E-02,1.00E+00,5.49E-06,1.26E-03,5.98E-14,3.19E-32,5.04E-07,2.67E-24
1.00E-01,5.00E+00,1.00E-02,5.00E+00,5.55E-06,2.81E-03,1.34E-13,3.17E-32,5.10E-07,6.00E-24
1.00E-01,5.00E+00,5.00E-02,1.00E-02,1.38E-04,6.35E-04,1.84E-11,1.23E-26,1.26E-05,2.58E-18
1.00E-01,5.00E+00,5.00E-02,5.00E-02,1.36E-04,1.42E-03,4.11E-11,1.24E-26,1.25E-05,5.83E-18
1.00E-01,5.00E+00,5.00E-02,1.00E-01,1.37E-04,2.01E-03,5.88E-11,1.23E-26,1.24E-05,8.17E-18
1.00E-01,5.00E+00,5.00E-02,5.00E-01,1.37E-04,4.46E-03,1.30E-10,1.25E-26,1.24E-05,1.84E-17
1.00E-01,5.00E+00,5.00E-02,1.00E+00,1.38E-04,6.29E-03,1.85E-10,1.24E-26,1.26E-05,2.61E-17
1.00E-01,5.00E+00,5.00E-02,5.00E+00,1.38E-04,1.41E-02,4.11E-10,1.24E-26,1.24E-05,5.77E-17
1.00E-01,5.00E+00,1.00E-01,1.00E-02,5.52E-04,1.27E-03,5.98E-10,3.19E-24,5.04E-05,2.64E-15
1.00E-01,5.00E+00,1.00E-01,5.00E-02,5.51E-04,2.85E-03,1.34E-09,3.19E-24,5.03E-05,5.93E-15
1.00E-01,5.00E+00,1.00E-01,1.00E-01,5.47E-04,3.99E-03,1.86E-09,3.17E-24,4.90E-05,8.38E-15
1.00E-01,5.00E+00,1.00E-01,5.00E-01,5.54E-04,8.87E-03,4.23E-09,3.14E-24,4.95E-05,1.90E-14
1.00E-01,5.00E+00,1.00E-01,1.00E+00,5.54E-04,1.27E-02,5.92E-09,3.18E-24,4.91E-05,2.69E-14
1.00E-01,5.00E+00,1.00E-01,5.00E+00,5.55E-04,2.85E-02,1.33E-08,3.16E-24,4.94E-05,5.93E-14
1.00E-01,5.00E+00,5.00E-01,1.00E-02,1.39E-02,6.35E-03,1.87E-06,1.23E-18,1.24E-03,2.58E-08
1.00E-01,5.00E+00,5.00E-01,5.00E-02,1.37E-02,1.42E-02,4.15E-06,1.23E-18,1.27E-03,5.82E-08
1.00E-01,5.00E+00,5.00E-01,1.00E-01,1.36E-02,2.02E-02,5.84E-06,1.25E-18,1.27E-03,8.17E-08
1.00E-01,5.00E+00,5.00E-01,5.00E-01,1.37E-02,4.46E-02,1.31E-05,1.25E-18,1.27E-03,1.85E-07
1.00E-01,5.00E+00,5.00E-01,1.00E+00,1.39E-02,6.29E-02,1.86E-05,1.23E-18,1.23E-03,2.62E-07
1.00E-01,5.00E+00,5.00E-01,5.00E+00,1.37E-02,1.42E-01,4.11E-05,1.24E-18,1.27E-03,5.83E-07
1.00E-01,5.00E+00,1.00E+00,1.00E-02,5.52E-02,1.27E-02,5.97E-05,3.19E-16,5.03E-03,2.69E-05
1.00E-01,5.00E+00,1.00E+00,5.00E-02,5.48E-02,2.82E-02,1.34E-04,3.15E-16,5.09E-03,6.00E-05
1.00E-01,5.00E+00,1.00E+00,1.00E-01,5.53E-02,4.03E-02,1.86E-04,3.20E-16,4.97E-03,8.36E-05
1.00E-01,5.00E+00,1.00E+00,5.00E-01,5.50E-02,8.96E-02,4.17E-04,3.19E-16,4.95E-03,1.88E-04
1.00E-01,5.00E+00,1.00E+00,1.00E+00,5.49E-02,1.26E-01,5.96E-04,3.19E-16,4.92E-03,2.69E-04
1.00E-01,5.00E+00,1.00E+00,5.00E+00,5.46E-02,2.81E-01,1.32E-03,3.14E-16,5.09E-03,5.99E-04
1.00E-01,5.00E+00,5.00E+00,1.00E-02,1.39E+00,6.35E-02,1.86E-01,1.23E-10,1.27E-01,2.62E+02
1.00E-01,5.00E+00,5.00E+00,5.00E-02,1.39E+00,1.41E-01,4.19E-01,1.23E-10,1.25E-01,5.78E+02
1.00E-01,5.00E+00,5.00E+00,1.00E-01,1.38E+00,1.99E-01,5.87E-01,1.24E-10,1.27E-01,8.18E+02
1.00E-01,5.00E+00,5.00E+00,5.00E-01,1.39E+00,4.47E-01,1.32E+00,1.25E-10,1.23E-01,1.84E+03
1.00E-01,5.00E+00,5.00E+00,1.00E+00,1.37E+00,6.33E-01,1.87E+00,1.24E-10,1.26E-01,2.60E+03
1.00E-01,5.00E+00,5.00E+00,5.00E+00,1.38E+00,1.42E+00,4.14E+00,1.23E-10,1.27E-01,5.87E+03
5.00E-01,1.00E-02,1.00E-02,1.00E-02,2.75E-07,2.84E-04,1.84E-12,6.22E-26,2.46E-08,6.72E-27
5.00E-01,1.00E-02,1.00E-02,5.00E-02,2.75E-07,6.37E-04,4.12E-12,6.21E-26,2.48E-08,1.50E-26
5.00E-01,1.00E-02,1.00E-02,1.00E-01,2.77E-07,8.96E-04,5.87E-12,6.23E-26,2.50E-08,2.12E-26
5.00E-01,1.00E-02,1.00E-02,5.00E-01,2.78E-07,1.98E-03,1.30E-11,6.19E-26,2.51E-08,4.74E-26
5.00E-01,1.00E-02,1.00E-02,1.00E+00,2.75E-07,2.84E-03,1.85E-11,6.18E-26,2.51E-08,6.66E-26
5.00E-01,1.00E-02,1.00E-02,5.00E+00,2.76E-07,6.31E-03,4.11E-11,6.23E-26,2.54E-08,1.49E-25
5.00E-01,1.00E-02,5.00E-02,1.00E-02,6.84E-06,1.41E-03,5.75E-09,2.43E-20,6.29E-07,6.57E-20
5.00E-01,1.00E-02,5.00E-02,5.00E-02,6.95E-06,3.16E-03,1.29E-08,2.39E-20,6.22E-07,1.45E-19
5.00E-01,1.00E-02,5.00E-02,1.00E-01,6.89E-06,4.48E-03,1.82E-08,2.43E-20,6.14E-07,2.05E-19
5.00E-01,1.00E-02,5.00E-02,5.00E-01,6.86E-06,9.94E-03,4.07E-08,2.44E-20,6.35E-07,4.58E-19
5.00E-01,1.00E-02,5.00E-02,1.00E+00,6.91E-06,1.41E-02,5.84E-08,2.42E-20,6.30E-07,6.45E-19
5.00E-01,1.00E-02,5.00E-02,5.00E+00,6.83E-06,3.19E-02,1.31E-07,2.43E-20,6.31E-07,1.47E-18
5.00E-01,1.00E-02,1.00E-01,1.00E-02,2.76E-05,2.81E-03,1.87E-07,6.14E-18,2.46E-06,6.71E-17
5.00E-01,1.00E-02,1.00E-01,5.00E-02,2.75E-05,6.32E-03,4.11E-07,6.23E-18,2.46E-06,1.48E-16
5.00E-01,1.00E-02,1.00E-01,1.00E-01,2.73E-05,9.02E-03,5.90E-07,6.15E-18,2.46E-06,2.12E-16
5.00E-01,1.00E-02,1.00E-01,5.00E-01,2.76E-05,2.01E-02,1.32E-06,6.17E-18,2.54E-06,4.67E-16
5.00E-01,1.00E-02,1.00E-01,1.00E+00,2.74E-05,2.85E-02,1.85E-06,6.19E-18,2.52E-06,6.66E-16
5.00E-01,1.00E-02,1.00E-01,5.00E+00,2.77E-05,6.36E-02,4.16E-06,6.14E-18,2.45E-06,1.49E-15
5.00E-01,1.00E-02,5.00E-01,1.00E-02,6.84E-04,1.42E-02,5.78E-04,2.40E-12,6.22E-05,6.51E-10
5.00E-01,1.00E-02,5.00E-01,5.00E-02,6.83E-04,3.19E-02,1.29E-03,2.44E-12,6.14E-05,1.46E-09
5.00E-01,1.00E-02,5.00E-01,1.00E-01,6.90E-04,4.52E-02,1.85E-03,2.40E-12,6.20E-05,2.04E-09
5.00E-01,1.00E-02,5.00E-01,5.00E-01,6.84E-04,1.01E-01,4.13E-03,2.43E-12,6.23E-05,4.64E-09
5.00E-01,1.00E-02,5.00E-01,1.00E+00,6.85E-04,1.41E-01,5.78E-03,2.40E-12,6.24E-05,6.55E-09
5.00E-01,1.00E-02,5.00E-01,5.00E+00,6.84E-04,3.18E-01,1.30E-02,2.42E-12,6.20E-05,1.45E-08
5.00E-01,1.00E-02,1.00E+00,1.00E-02,2.73E-03,2.81E-02,1.84E-02,6.18E-10,2.52E-04,6.67E-07
5.00E-01,1.00E-02,1.00E+00,5.00E-02,2.78E-03,6.32E-02,4.15E-02,6.20E-10,2.52E-04,1.49E-06
5.00E-01,1.00E-02,1.00E+00,1.00E-01,2.76E-03,9.02E-02,5.85E-02,6.21E-10,2.47E-04,2.10E-06
5.00E-01,1.00E-02,1.00E+00,5.00E-01,2.77E-03,2.00E-01,1.31E-01,6.15E-10,2.51E-04,4.75E-06
5.00E-01,1.00E-02,1.00E+00,1.00E+00,2.77E-03,2.81E-01,1.85E-01,6.13E-10,2.52E-04,6.61E-06
5.00E-01,1.00E-02,1.00E+00,5.00E+00,2.74E-03,6.26E-01,4.16E-01,6.21E-10,2.49E-04,1.48E-05
5.00E-01,1.00E-02,5.00E+00,1.00E-02,6.84E-02,1.42E-01,5.80E+01,2.43E-04,6.38E-03,6.57E+00
5.00E-01,1.00E-02,5.00E+00,5.00E-02,6.87E-02,3.14E-01,1.29E+02,2.42E-04,6.37E-03,1.47E+01
5.00E-01,1.00E-02,5.00E+00,1.00E-01,6.92E-02,4.45E-01,1.84E+02,2.44E-04,6.23E-03,2.08E+01
5.00E-01,1.00E-02,5.00E+00,5.00E-01,6.91E-02,9.97E-01,4.11E+02,2.43E-04,6.23E-03,4.59E+01
5.00E-01,1.00E-02,5.00E+00,1.00E+00,6.92E-02,1.42E+00,5.80E+02,2.42E-04,6.30E-03,6.57E+01
5.00E-01,1.00E-02,5.00E+00,5.00E+00,6.81E-02,3.15E+00,1.31E+03,2.40E-04,6.37E-03,1.46E+02
5.00E-01,5.00E-02,1.00E-02,1.00E-02,1.38E-06,2.82E-04,4.17E-12,6.24E-26,1.27E-07,7.45E-26
5.00E-01,5.00E-02,1.00E-02,5.00E-02,1.37E-06,6.35E-04,9.21E-12,6.15E-26,1.25E-07,1.66E-25
5.00E-01,5.00E-02,1.00E-02,1.00E-01,1.38E-06,8.87E-04,1.31E-11,6.16E-26,1.24E-07,2.35E-25
5.00E-01,5.00E-02,1.00E-02,5.00E-01,1.38E-06,1.99E-03,2.93E-11,6.18E-26,1.24E-07,5.29E-25
5.00E-01,5.00E-02,1.00E-02,1.00E+00,1.36E-06,2.84E-03,4.18E-11,6.14E-26,1.23E-07,7.51E-25
5.00E-01,5.00E-02,1.00E-02,5.00E+00,1.37E-06,6.32E-03,9.32E-11,6.13E-26,1.27E-07,1.67E-24
5.00E-01,5.00E-02,5.00E-02,1.00E-02,3.43E-05,1.40E-03,1.29E-08,2.41E-20,3.10E-06,7.29E-19
5.00E-01,5.00E-02,5.00E-02,5.00E-02,3.41E-05,3.17E-03,2.90E-08,2.40E-20,3.17E-06,1.64E-18
5.00E-01,5.00E-02,5.00E-02,1.00E-01,3.46E-05,4.49E-03,4.09E-08,2.40E-20,3.18E-06,2.29E-18
5.00E-01,5.00E-02,5.00E-02,5.00E-01,3.41E-05,9.95E-03,9.22E-08,2.40E-20,3.14E-06,5.11E-18
5.00E-01,5.00E-02,5.00E-02,1.00E+00,3.45E-05,1.42E-02,1.30E-07,2.42E-20,3.13E-06,7.26E-18
5.00E-01,5.00E-02,5.00E-02,5.00E+00,3.43E-05,3.19E-02,2.90E-07,2.42E-20,3.19E-06,1.62E-17
5.00E-01,5.00E-02,1.00E-01,1.00E-02,1.37E-04,2.84E-03,4.12E-07,6.13E-18,1.25E-05,7.47E-16
5.00E-01,5.00E-02,1.00E-01,5.00E-02,1.38E-04,6.35E-03,9.36E-07,6.13E-18,1.23E-05,1.68E-15
5.00E-01,5.00E-02,1.00E-01,1.00E-01,1.37E-04,8.94E-03,1.31E-06,6.18E-18,1.23E-05,2.35E-15
5.00E-01,5.00E-02,1.00E-01,5.00E-01,1.38E-04,2.02E-02,2.93E-06,6.16E-18,1.26E-05,5.23E-15
5.00E-01,5.00E-02,1.00E-01,1.00E+00,1.38E-04,2.81E-02,4.13E-06,6.14E-18,1.25E-05,7.47E-15
5.00E-01,5.00E-02,1.00E-01,5.00E+00,1.38E-04,6.30E-02,9.36E-06,6.15E-18,1.28E-05,1.66E-14
5.00E-01,5.00E-02,5.00E-01,1.00E-02,3.41E-03,1.43E-02,1.30E-03,2.40E-12,3.14E-04,7.21E-09
5.00E-01,5.00E-02,5.00E-01,5.00E-02,3.42E-03,3.16E-02,2.93E-03,2.43E-12,3.19E-04,1.63E-08
5.00E-01,5.00E-02,5.00E-01,1.00E-01,3.47E-03,4.45E-02,4.13E-03,2.42E-12,3.19E-04,2.29E-08
5.00E-01,5.00E-02,5.00E-01,5.00E-01,3.41E-03,1.00E-01,9.20E-03,2.40E-12,3.17E-04,5.13E-08
5.00E-01,5.00E-02,5.00E-01,1.00E+00,3.46E-03,1.41E-01,1.30E-02,2.41E-12,3.14E-04,7.32E-08
5.00E-01,5.00E-02,5.00E-01,5.00E+00,3.42E-03,3.14E-01,2.89E-02,2.40E-12,3.13E-04,1.64E-07
5.00E-01,5.00E-02,1.00E+00,1.00E-02,1.38E-02,2.84E-02,4.18E-02,6.17E-10,1.26E-03,7.45E-06
5.00E-01,5.00E-02,1.00E+00,5.00E-02,1.38E-02,6.30E-02,9.25E-02,6.20E-10,1.23E-03,1.67E-05
5.00E-01,5.00E-02,1.00E+00,1.00E-01,1.37E-02,9.03E-02,1.30E-01,6.23E-10,1.27E-03,2.34E-05
5.00E-01,5.00E-02,1.00E+00,5.00E-01,1.39E-02,1.99E-01,2.94E-01,6.25E-10,1.26E-03,5.25E-05
5.00E-01,5.00E-02,1.00E+00,1.00E+00,1.38E-02,2.84E-01,4.11E-01,6.21E-10,1.24E-03,7.49E-05
5.00E-01,5.00E-02,1.00E+00,5.00E+00,1.38E-02,6.31E-01,9.30E-01,6.16E-10,1.24E-03,1.68E-04
5.00E-01,5.00E-02,5.00E+00,1.00E-02,3.44E-01,1.42E-01,1.30E+02,2.42E-04,3.14E-02,7.29E+01
5.00E-01,5.00E-02,5.00E+00,5.00E-02,3.45E-01,3.19E-01,2.89E+02,2.41E-04,3.15E-02,1.64E+02
5.00E-01,5.00E-02,5.00E+00,1.00E-01,3.44E-01,4.51E-01,4.07E+02,2.43E-04,3.19E-02,2.28E+02
5.00E-01,5.00E-02,5.00E+00,5.00E-01,3.46E-01,1.01E+00,9.16E+02,2.44E-04,3.17E-02,5.19E+02
5.00E-01,5.00E-02,5.00E+00,1.00E+00,3.47E-01,1.43E+00,1.30E+03,2.42E-04,3.11E-02,7.25E+02
5.00E-01,5.00E-02,5.00E+00,5.00E+00,3.42E-01,3.17E+00,2.88E+03,2.42E-04,3.16E-02,1.63E+03
5.00E-01,1.00E-01,1.00E-02,1.00E-02,2.78E-06,2.86E-04,5.91E-12,6.16E-26,2.47E-07,2.13E-25
5.00E-01,1.00E-01,1.00E-02,5.00E-02,2.77E-06,6.32E-04,1.31E-11,6.23E-26,2.48E-07,4.68E-25
5.00E-01,1.00E-01,1.00E-02,1.00E-01,2.74E-06,8.95E-04,1.87E-11,6.18E-26,2.45E-07,6.61E-25
5.00E-01,1.00E-01,1.00E-02,5.00E-01,2.76E-06,1.99E-03,4.12E-11,6.20E-26,2.51E-07,1.50E-24
5.00E-01,1.00E-01,1.00E-02,1.00E+00,2.78E-06,2.83E-03,5.82E-11,6.15E-26,2.47E-07,2.12E-24
5.00E-01,1.00E-01,1.00E-02,5.00E+00,2.77E-06,6.31E-03,1.32E-10,6.25E-26,2.46E-07,4.75E-24
5.00E-01,1.00E-01,5.00E-02,1.00E-02,6.87E-05,1.42E-03,1.84E-08,2.42E-20,6.19E-06,2.06E-18
5.00E-01,1.00E-01,5.00E-02,5.00E-02,6.84E-05,3.18E-03,4.07E-08,2.43E-20,6.35E-06,4.64E-18
5.00E-01,1.00E-01,5.00E-02,1.00E-01,6.89E-05,4.45E-03,5.79E-08,2.43E-20,6.18E-06,6.57E-18
5.00E-01,1.00E-01,5.00E-02,5.00E-01,6.83E-05,9.99E-03,1.29E-07,2.42E-20,6.23E-06,1.45E-17
5.00E-01,1.00E-01,5.00E-02,1.00E+00,6.90E-05,1.41E-02,1.85E-07,2.40E-20,6.25E-06,2.08E-17
5.00E-01,1.00E-01,5.00E-02,5.00E+00,6.85E-05,3.18E-02,4.11E-07,2.43E-20,6.28E-06,4.57E-17
5.00E-01,1.00E-01,1.00E-01,1.00E-02,2.75E-04,2.84E-03,5.85E-07,6.21E-18,2.51E-05,2.10E-15
5.00E-01,1.00E-01,1.00E-01,5.00E-02,2.77E-04,6.27E-03,1.30E-06,6.20E-18,2.54E-05,4.75E-15
5.00E-01,1.00E-01,1.00E-01,1.00E-01,2.74E-04,8.96E-03,1.86E-06,6.15E-18,2.50E-05,6.61E-15
5.00E-01,1.00E-01,1.00E-01,5.00E-01,2.74E-04,1.98E-02,4.11E-06,6.23E-18,2.54E-05,1.49E-14
5.00E-01,1.00E-01,1.00E-01,1.00E+00,2.76E-04,2.84E-02,5.90E-06,6.23E-18,2.52E-05,2.11E-14
5.00E-01,1.00E-01,1.00E-01,5.00E+00,2.75E-04,6.28E-02,1.31E-05,6.22E-18,2.51E-05,4.69E-14
5.00E-01,1.00E-01,5.00E-01,1.00E-02,6.91E-03,1.42E-02,1.82E-03,2.43E-12,6.20E-04,2.06E-08
5.00E-01,1.00E-01,5.00E-01,5.00E-02,6.91E-03,3.15E-02,4.09E-03,2.42E-12,6.31E-04,4.64E-08
5.00E-01,1.00E-01,5.00E-01,1.00E-01,6.87E-03,4.50E-02,5.81E-03,2.43E-12,6.25E-04,6.47E-08
5.00E-01,1.00E-01,5.00E-01,5.00E-01,6.84E-03,1.01E-01,1.31E-02,2.40E-12,6.16E-04,1.47E-07
5.00E-01,1.00E-01,5.00E-01,1.00E+00,6.89E-03,1.41E-01,1.82E-02,2.42E-12,6.20E-04,2.06E-07
5.00E-01,1.00E-01,5.00E-01,5.00E+00,6.81E-03,3.14E-01,4.06E-02,2.44E-12,6.17E-04,4.60E-07
5.00E-01,1.00E-01,1.00E+00,1.00E-02,2.78E-02,2.85E-02,5.87E-02,6.21E-10,2.46E-03,2.10E-05
5.00E-01,1.00E-01,1.00E+00,5.00E-02,2.75E-02,6.36E-02,1.31E-01,6.21E-10,2.53E-03,4.74E-05
5.00E-01,1.00E-01,1.00E+00,1.00E-01,2.73E-02,8.89E-02,1.86E-01,6.18E-10,2.46E-03,6.70E-05
5.00E-01,1.00E-01,1.00E+00,5.00E-01,2.75E-02,1.99E-01,4.16E-01,6.20E-10,2.48E-03,1.49E-04
5.00E-01,1.00E-01,1.00E+00,1.00E+00,2.73E-02,2.84E-01,5.89E-01,6.18E-10,2.52E-03,2.12E-04
5.00E-01,1.00E-01,1.00E+00,5.00E+00,2.77E-02,6.29E-01,1.32E+00,6.22E-10,2.53E-03,4.68E-04
5.00E-01,1.00E-01,5.00E+00,1.00E-02,6.95E-01,1.42E-01,1.83E+02,2.42E-04,6.22E-02,2.05E+02
5.00E-01,1.00E-01,5.00E+00,5.00E-02,6.94E-01,3.18E-01,4.07E+02,2.42E-04,6.13E-02,4.59E+02
5.00E-01,1.00E-01,5.00E+00,1.00E-01,6.95E-01,4.51E-01,5.79E+02,2.43E-04,6.26E-02,6.56E+02
5.00E-01,1.00E-01,5.00E+00,5.00E-01,6.89E-01,1.01E+00,1.29E+03,2.42E-04,6.19E-02,1.46E+03
5.00E-01,1.00E-01,5.00E+00,1.00E+00,6.92E-01,1.43E+00,1.85E+03,2.40E-04,6.26E-02,2.08E+03
5.00E-01,1.00E-01,5.00E+00,5.00E+00,6.83E-01,3.19E+00,4.12E+03,2.41E-04,6.30E-02,4.59E+03
5.00E-01,5.00E-01,1.00E-02,1.00E-02,1.36E-05,2.82E-04,1.31E-11,6.14E-26,1.25E-06,2.36E-24
5.00E-01,5.00E-01,1.00E-02,5.00E-02,1.38E-05,6.33E-04,2.95E-11,6.21E-26,1.24E-06,5.27E-24
5.00E-01,5.00E-01,1.00E-02,1.00E-01,1.38E-05,9.01E-04,4.14E-11,6.16E-26,1.27E-06,7.52E-24
5.00E-01,5.00E-01,1.00E-02,5.00E-01,1.39E-05,2.01E-03,9.23E-11,6.18E-26,1.27E-06,1.68E-23
5.00E-01,5.00E-01,1.00E-02,1.00E+00,1.38E-05,2.81E-03,1.30E-10,6.19E-26,1.24E-06,2.36E-23
5.00E-01,5.00E-01,1.00E-02,5.00E+00,1.37E-05,6.34E-03,2.92E-10,6.16E-26,1.24E-06,5.28E-23
5.00E-01,5.00E-01,5.00E-02,1.00E-02,3.41E-04,1.41E-03,4.10E-08,2.40E-20,3.12E-05,2.30E-17
5.00E-01,5.00E-01,5.00E-02,5.00E-02,3.46E-04,3.14E-03,9.09E-08,2.41E-20,3.09E-05,5.10E-17
5.00E-01,5.00E-01,5.00E-02,1.00E-01,3.41E-04,4.49E-03,1.28E-07,2.44E-20,3.16E-05,7.27E-17
5.00E-01,5.00E-01,5.00E-02,5.00E-01,3.47E-04,1.01E-02,2.91E-07,2.41E-20,3.06E-05,1.64E-16
5.00E-01,5.00E-01,5.00E-02,1.00E+00,3.45E-04,1.43E-02,4.11E-07,2.42E-20,3.10E-05,2.29E-16
5.00E-01,5.00E-01,5.00E-02,5.00E+00,3.46E-04,3.14E-02,9.15E-07,2.41E-20,3.15E-05,5.20E-16
5.00E-01,5.00E-01,1.00E-01,1.00E-02,1.36E-03,2.84E-03,1.31E-06,6.20E-18,1.27E-04,2.37E-14
5.00E-01,5.00E-01,1.00E-01,5.00E-02,1.38E-03,6.28E-03,2.92E-06,6.14E-18,1.27E-04,5.27E-14
5.00E-01,5.00E-01,1.00E-01,1.00E-01,1.39E-03,8.89E-03,4.13E-06,6.23E-18,1.23E-04,7.47E-14
5.00E-01,5.00E-01,1.00E-01,5.00E-01,1.37E-03,1.98E-02,9.21E-06,6.19E-18,1.24E-04,1.66E-13
5.00E-01,5.00E-01,1.00E-01,1.00E+00,1.37E-03,2.84E-02,1.31E-05,6.22E-18,1.23E-04,2.35E-13
5.00E-01,5.00E-01,1.00E-01,5.00E+00,1.37E-03,6.29E-02,2.95E-05,6.19E-18,1.24E-04,5.26E-13
5.00E-01,5.00E-01,5.00E-01,1.00E-02,3.47E-02,1.40E-02,4.08E-03,2.42E-12,3.16E-03,2.30E-07
5.00E-01,5.00E-01,5.00E-01,5.00E-02,3.41E-02,3.17E-02,9.08E-03,2.42E-12,3.14E-03,5.15E-07
5.00E-01,5.00E-01,5.00E-01,1.00E-01,3.41E-02,4.49E-02,1.29E-02,2.44E-12,3.10E-03,7.32E-07
5.00E-01,5.00E-01,5.00E-01,5.00E-01,3.46E-02,9.92E-02,2.92E-02,2.40E-12,3.11E-03,1.64E-06
5.00E-01,5.00E-01,5.00E-01,1.00E+00,3.42E-02,1.42E-01,4.08E-02,2.40E-12,3.08E-03,2.32E-06
5.00E-01,5.00E-01,5.00E-01,5.00E+00,3.45E-02,3.14E-01,9.16E-02,2.41E-12,3.09E-03,5.16E-06
5.00E-01,5.00E-01,1.00E+00,1.00E-02,1.39E-01,2.81E-02,1.31E-01,6.21E-10,1.23E-02,2.37E-04
5.00E-01,5.00E-01,1.00E+00,5.00E-02,1.38E-01,6.37E-02,2.92E-01,6.25E-10,1.26E-02,5.26E-04
5.00E-01,5.00E-01,1.00E+00,1.00E-01,1.36E-01,8.86E-02,4.13E-01,6.25E-10,1.24E-02,7.44E-04
5.00E-01,5.00E-01,1.00E+00,5.00E-01,1.37E-01,1.98E-01,9.36E-01,6.22E-10,1.23E-02,1.67E-03
5.00E-01,5.00E-01,1.00E+00,1.00E+00,1.36E-01,2.82E-01,1.30E+00,6.13E-10,1.24E-02,2.36E-03
5.00E-01,5.00E-01,1.00E+00,5.00E+00,1.37E-01,6.37E-01,2.91E+00,6.23E-10,1.27E-02,5.25E-03
5.00E-01,5.00E-01,5.00E+00,1.00E-02,3.41E+00,1.42E-01,4.09E+02,2.43E-04,3.16E-01,2.29E+03
5.00E-01,5.00E-01,5.00E+00,5.00E-02,3.41E+00,3.14E-01,9.18E+02,2.40E-04,3.19E-01,5.18E+03
5.00E-01,5.00E-01,5.00E+00,1.00E-01,3.47E+00,4.45E-01,1.30E+03,2.42E-04,3.11E-01,7.31E+03
5.00E-01,5.00E-01,5.00E+00,5.00E-01,3.43E+00,1.00E+00,2.91E+03,2.43E-04,3.17E-01,1.63E+04
5.00E-01,5.00E-01,5.00E+00,1.00E+00,3.41E+00,1.42E+00,4.11E+03,2.41E-04,3.08E-01,2.29E+04
